,_id,product,material,details,media,specifications,packagingDetails,documents
477,MDPMDS2100024,"{'productId': 'Z05-PF09115', 'details': {'longDescription': '<ul><li> Silicone rail sterilization container is designed to hold ENT, hand, vascular, micro and neuro instruments</li><li> Lids securely hold instruments in place</li></ul>', 'displayName': 'Micro Containers', 'url': '/product/Micro-Containers/Sterilization-Containers/Z05-PF09115', 'manufacturer': 'MEDLINE'}}",MDS2100024,"{'isLatexFree': True, 'mfrProdNum': 'MDS2100024', 'salesUOM': 'EA', 'displayName': '10.5"" x 9.5"" x 2.5"" (26 cm x 24 cm x 6.35 cm) Micro Eye Instrument Sterilization Container', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMDS2100024', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'MEDLINE', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MDS/MDS2100024_PRI01.JPG'}]","[{'name': 'Instrument Grade', 'value': ['German Grade Stainless Steel']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Type of Instrument', 'value': ['Container']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 21, 'casePack': '1 Each / Each', 'volume': 0.425, 'grossWeight': 5, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 10, 'gtinAndUpc': '10888277647114', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 3.5}]",
478,MDPKSIG35007TKEA,"{'productId': 'Z05-PF148884', 'details': {'longDescription': '<ul><li> All-in-one first responder AED backpack ideal for use in public areas</li><li> QuickZip access to main compartment through back panel, maintaining access to contents and AED</li><li> Single-buckle EMS AED pocket offers quick access to the Defibrillator</li><li> Tarpaulin bottom panel for protection from abrasion and the elements</li><li> Other features include molded foam shoulder straps, internal hook-and-loop straps to secure contents, protective foam lining, large side pockets and quick-stash pocket</li></ul>', 'displayName': 'G3 Quicklook AED Backpacks', 'url': '/product/G3-Quicklook-AED-Backpacks/Accessories/Z05-PF148884', 'manufacturer': 'STATPACKS'}}",KSIG35007TKEA,"{'isLatexFree': True, 'mfrProdNum': 'G35007TK', 'salesUOM': 'EA', 'displayName': 'G3 Quicklook Tactical Pack, Black', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPKSIG35007TKEA', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'STATPACKS', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/KSI/KSIG35007TKEA_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42181700']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 8, 'casePack': '1 Each / Each', 'volume': 1.056, 'grossWeight': 10, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 12, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 19}]",
479,MDPAED1686002SMA,"{'productId': 'Z05-PF142505', 'details': {'longDescription': '<ul><li> Helps ensure people know where an AED is located</li><li> Kit includes a highly visible 3-D sign that projects from the wall and two window decals</li></ul>', 'displayName': 'AED 3-D Wall Sign Kit', 'url': '/product/AED-3-D-Wall-Sign-Kit/Accessories/Z05-PF142505', 'manufacturer': 'CARDIAC SCIENCE INC'}}",AED1686002SMA,"{'isLatexFree': True, 'mfrProdNum': '168-6002-001, SMA', 'salesUOM': 'EA', 'displayName': '3D AED Wall Sign, SMA Customers Only', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPAED1686002SMA', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'CARDIAC SCIENCE INC', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/AED/AED1686002SMA_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Product Use', 'value': ['Sign']}, {'name': 'UNSPSC', 'value': ['55121700']}, {'name': 'Unit Compatibility', 'value': [""AED's""]}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 8, 'casePack': '1 Each / Each', 'volume': 0.167, 'grossWeight': 2, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 6, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 6}]",
480,MDPMDT021367ID,"{'productId': 'Z05-PF01125', 'details': {'longDescription': '<ul><li> Eliminate the hassle of sorting patient laundry with these convenient bags that go right in the washer, contents and all</li><li> The polyester mesh weave allows water and soap to penetrate, cleaning clothing within</li><li> Assorted colors include: red, green, blue, orange, and yellow</li><li> Contact your Medline representative to check availability of additional colors; specify color when ordering</li></ul>', 'displayName': 'Washable Mesh Laundry Bags', 'url': '/product/Washable-Mesh-Laundry-Bags/Hamper-Liners/Z05-PF01125', 'manufacturer': 'MEDLINE'}}",MDT021367ID,"{'mfrProdNum': 'MDT021367ID', 'salesUOM': 'DZ', 'displayName': 'Laundry Net with Drawcord and ID Patch, Mesh, White, 14"" x 20""', 'packagingStringLong': '12 Each / Dozen', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMDT021367ID', 'baseUOM': 'EA', 'deliveryUOM': 'DZ', 'manufacturer': 'MEDLINE', 'packagingStringShort': '12/DZ'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MDT/MDT021367ID_PRI01.JPG'}]","[{'name': 'Closure Type', 'value': ['Drawcord']}, {'name': 'Color', 'value': ['White']}, {'name': 'Latex Free', 'value': ['No']}, {'name': 'Length Inches', 'value': ['20 ""']}, {'name': 'Material', 'value': ['Mesh']}, {'name': 'Printed', 'value': ['No']}, {'name': 'UNSPSC', 'value': ['24111506']}, {'name': 'Width Inches', 'value': ['14 ""']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0, 'casePack': '12 Each / Dozen', 'volume': 0.059000000000000004, 'grossWeight': 0.167, 'netWeight': 0.001, 'uom': 'EA', 'salesUom': False, 'width': 0, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'Dozen', 'length': 0, 'casePack': '', 'volume': 0.713, 'grossWeight': 2, 'netWeight': 0.012, 'uom': 'DZ', 'salesUom': True, 'width': 0, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 12, 'height': 0}]","[{'name': 'LITe20301_SSH_Mesh Bag_19W907875.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LITe20301_SSH_Mesh Bag_19W907875.pdf'}]"
481,MDPAUPJF254R,"{'productId': 'Z05-PF70023', 'details': {'longDescription': '<ul><li> Reliable...for patients and hospital staff. Aesculap SterilContainer products ensure proper storage, transportation and sterilization of surgical instruments.</li><li> Cost-effective reusable container system... low operating expense and typical 10+ year service life.</li><li> Easy to handle...simple, fast and efficient - lightweight aluminum and ergonomic handles.</li><li> Clear identification...using colored lids, indicator labels, identification labels and barcoding... clearly identifiable and standardized, easy to track and document.</li></ul>', 'displayName': 'AESCULAP SterilContainer System', 'url': '/product/AESCULAP-SterilContainer-System/Sterilization-Containers/Z05-PF70023', 'manufacturer': 'AESCULAP INC'}}",AUPJF254R,"{'isLatexFree': True, 'mfrProdNum': 'JF254R', 'salesUOM': 'EA', 'displayName': 'Cover Basket, 16.5"" x 10.87"" x 0.75""', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPAUPJF254R', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'AESCULAP INC', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/AUP/AUPJF254R_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 15, 'casePack': '1 Each / Each', 'volume': 1.953, 'grossWeight': 3, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 15, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 15}]",
482,MDPWXS703168,"{'productId': 'Z05-PF91268', 'details': {'longDescription': '<ul><li> Liners are manufactured with the highest quality resins for superior strength and abrasion resistance</li><li> Each bag is produced with star-sealed bottoms which provide the most leakproof seal available</li><li> Printed in English and Spanish</li><li> Packed in a coreless roll configuration for ease of use and come in convenient cases with dual dispensing openings for easy product access</li></ul>', 'displayName': 'Printed Soiled Blue Healthcare Rolled Liners', 'url': '/product/Printed-Soiled-Blue-Healthcare-Rolled-Liners/Hamper-Liners/Z05-PF91268', 'manufacturer': 'HERITAGE BAG'}}",WXS703168,"{'isLatexFree': True, 'mfrProdNum': '703168', 'salesUOM': 'CS', 'displayName': 'Printed Soiled Linen Bag, Blue, 30 x 45, 19 Mic', 'packagingStringLong': '250 Each / Case', 'url': '/sku/item/MDPWXS703168', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'HERITAGE BAG', 'packagingStringShort': '250/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/WXS703168.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42132112']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '250 Each / Case', 'volume': 0, 'grossWeight': 0.09, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 10, 'casePack': '', 'volume': 0.289, 'grossWeight': 22.5, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 5, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 250, 'height': 10}]",
483,MDPMDRNBWFXD,"{'productId': 'Z05-PF08439', 'details': {'longDescription': '<ul><li> Stainless steel construction with warm oak wood front </li><li> Trendelenburg may be created from either side of basket</li><li> Dimensions: 31L x 17-1/2W x 37-3/4""H</li><li> 3"" whisper-glide casters</li><li> Extender shelf option available (MDR7028EX)</li><li> Basket and mattress not included</li></ul>', 'displayName': 'Wood Faced Stainless Steel Bassinets', 'url': '/product/Wood-Faced-Stainless-Steel-Bassinets/Bassinets/Z05-PF08439', 'manufacturer': 'NOVUM MEDICAL PRODUCTS'}}",MDRNBWFXD,"{'isLatexFree': True, 'mfrProdNum': 'NB-WFXD', 'salesUOM': 'EA', 'displayName': 'Wood-Front Bassinet with Drawer', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMDRNBWFXD', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'NOVUM MEDICAL PRODUCTS', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MDR/MDRNBWFXD_PRI02.JPG'}]","[{'name': 'Cabinet', 'value': ['No']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Material', 'value': ['Red Oak and Stainless Steel']}, {'name': 'Mattress Included', 'value': ['No']}, {'name': 'Number of Drawers', 'value': ['1']}, {'name': 'Pad Included', 'value': ['No']}, {'name': 'Portable', 'value': ['Yes']}, {'name': 'Shelf-Drawer Configuration', 'value': ['1 Drawer, 1 Shelf']}, {'name': 'Shelves', 'value': ['1']}, {'name': 'UNSPSC', 'value': ['42191803']}, {'name': 'Wheels Included', 'value': ['Yes']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 45, 'casePack': '1 Each / Each', 'volume': 50, 'grossWeight': 100, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 40, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 48}]","[{'name': 'LITRETIRED LIT - 701R_CAT_Capital Eq.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LITRETIRED LIT - 701R_CAT_Capital Eq.pdf'}]"
484,MDPNON024046RL,"{'productId': 'Z05-PF136809', 'details': {'longDescription': '<ul><li> Used in\xa0healthcare facilities to safely collect and dispose of hazardous medical waste such as linen, blood products, and materials contaminated with bodily fluids</li><li> Encourage proper handling and disposal, helping to protect workers from unnecessary exposure and ensure disposal procedures are followed</li><li> Color-coding biohazard symbols and bilingual markings help keep materials separated</li></ul>', 'displayName': 'Infectious Linen Liners', 'url': '/product/Infectious-Linen-Liners/Hamper-Liners/Z05-PF136809', 'manufacturer': 'MEDLINE'}}",NON024046RL,"{'isLatexFree': True, 'mfrProdNum': 'NON024046RL', 'salesUOM': 'CS', 'displayName': 'Infectious Linen Liner, Yellow, 40"" x 46"", 1.5 Mil, Roll', 'packagingStringLong': '100 Each / Case', 'url': '/sku/item/MDPNON024046RL', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'MEDLINE', 'packagingStringShort': '100/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/NON/NON024046RL_PRI01.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/NON/NON024046RL_HRE01.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/NON/NON024046RL_HRE02.JPG'}]","[{'name': 'Closure Type', 'value': ['Manual Tie']}, {'name': 'Color', 'value': ['Yellow']}, {'name': 'Density', 'value': ['Low']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Length Inches', 'value': ['40 ""']}, {'name': 'Liner Type', 'value': ['Infectious Linen Liners']}, {'name': 'Material', 'value': ['Polyethylene']}, {'name': 'Package Type', 'value': ['Rolled']}, {'name': 'Printed', 'value': ['Yes']}, {'name': 'Product Type', 'value': ['Infectious Linen Liners']}, {'name': 'Size_Gallon', 'value': ['45 Gallon']}, {'name': 'Thickness Mil', 'value': ['1.5 mil']}, {'name': 'UNSPSC', 'value': ['47121702']}, {'name': 'Weight Capacity Pounds', 'value': ['90 lb']}, {'name': 'Width Inches', 'value': ['46 ""']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 40, 'casePack': '100 Each / Case', 'volume': 0.001, 'grossWeight': 0.18, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': '20193489135289', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 46}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 17.7, 'casePack': '', 'volume': 0.64, 'grossWeight': 18, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 11.9, 'gtinAndUpc': '10193489135282', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 100, 'height': 5.25}]",
485,MDPCOKG25084,"{'productId': 'Z05-PF121757', 'details': {'longDescription': 'The SteadySheath Evolution Tissue Stabilization Sheath is intended for use in patients requiring the percutaneous dilation of tissue surrounding cardiac leads, indwelling catheters and foreign objects.', 'displayName': 'SteadySheath Tissue Stabilization Sheaths', 'url': '/product/SteadySheath-Tissue-Stabilization-Sheaths/Accessories/Z05-PF121757', 'manufacturer': 'COOK INC'}}",COKG25084,"{'isLatexFree': True, 'mfrProdNum': 'G25084', 'salesUOM': 'EA', 'displayName': 'Stabilizer Steady Sheath, LR-TSS-13.0', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPCOKG25084', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'COOK INC', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/COK/COKG25084_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42181900']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 21, 'casePack': '1 Each / Each', 'volume': 0.018000000000000002, 'grossWeight': 1, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 4, 'gtinAndUpc': '827002250840', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.37}]",
486,MDPZOL800140501,"{'productId': 'Z05-PF254484', 'details': {'displayName': 'Kit Multi Tech Cell Modem by Zoll', 'url': '/product/Kit-Multi-Tech-Cell-Modem-by-Zoll/Accessories/Z05-PF254484', 'manufacturer': 'ZOLL MEDICAL CORPORATION'}}",ZOL800140501,"{'isLatexFree': True, 'mfrProdNum': '8000-001405-01', 'salesUOM': 'EA', 'displayName': 'KIT,MULTI-TECH MTC CELL MODEM,VERIZON', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPZOL800140501', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'ZOLL MEDICAL CORPORATION', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/ZOL800140501.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42172105']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '1 Each / Each', 'volume': 0, 'grossWeight': 0.001, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}]",
487,MDPMDT021354,"{'productId': 'Z05-PF01112', 'details': {'longDescription': '<ul><li> 100% polyester provides a high level of fluid-protection</li><li> For bagging and transporting soiled linens</li><li> Low cost per use: retains fluid-resistant properties for 75 processings</li><li> Bags only; hamper not included</li></ul>', 'displayName': 'Blockade Hamper Bags', 'url': '/product/Blockade-Hamper-Bags/Hamper-Liners/Z05-PF01112', 'manufacturer': 'MEDLINE'}}",MDT021354,"{'mfrProdNum': 'MDT021354', 'salesUOM': 'DZ', 'displayName': 'Blockade Hamper Bag with Flip Top and Elastic Closure, Yellow, 25""', 'description': 'Blockade Bags Are Our Most Popular Reusable Bag. They are 100% polyester and provide a high level of fluid-protection due to the fibers being calendered and treated with a fluid repellant chemical. These bags assist your facility with compliance of OSHA regulations on bagging and transporting soiled linens. The bags retain their fluid resistant properties for 75 processings, which means their cost per use is very low. Made with a straight bottom, bound side seams, and dumping loops. These bags are available in an 18&quot; (30&quot; x 40&quot;) or 25&quot; (40&quot; x 35&quot;) flip top with elastic style closure or in the chair back style (27&quot; x 35&quot;). Sold by the dozen. 25&quot; Flip top with Elastic, Yellow', 'packagingStringLong': '12 Each / 1 Case / Dozen', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMDT021354', 'baseUOM': 'EA', 'deliveryUOM': 'DZ', 'manufacturer': 'MEDLINE', 'packagingStringShort': '12/DZ'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MDT/MDT021354_PRI01.JPG'}]","[{'name': 'Closure Type', 'value': ['Flip Top W/ Elastic']}, {'name': 'Color', 'value': ['Yellow']}, {'name': 'Latex Free', 'value': ['No']}, {'name': 'Length Inches', 'value': ['40 ""']}, {'name': 'Material', 'value': ['Polyester']}, {'name': 'Printed', 'value': ['No']}, {'name': 'Size_Gallon', 'value': ['44 Gallon']}, {'name': 'UNSPSC', 'value': ['24111506']}, {'name': 'Width Inches', 'value': ['35 ""']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0, 'casePack': '12 Each / Dozen', 'volume': 0.062, 'grossWeight': 0.754, 'netWeight': 0.001, 'uom': 'EA', 'salesUom': False, 'width': 0, 'gtinAndUpc': '10080196262021', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 16, 'casePack': '1 Case / Dozen', 'volume': 0.743, 'grossWeight': 9.05, 'netWeight': 0.012, 'uom': 'CS', 'salesUom': False, 'width': 13.6, 'gtinAndUpc': '40080196262022', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 12, 'height': 5.9}, {'baseUomDesc': 'Each', 'uomDesc': 'Dozen', 'length': 16, 'casePack': '', 'volume': 0.743, 'grossWeight': 9.05, 'netWeight': 0.012, 'uom': 'DZ', 'salesUom': True, 'width': 13.6, 'gtinAndUpc': '40080196262022', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 12, 'height': 5.9}]","[{'name': 'LITe20304_SSH_Blockade Hamper Bag_19.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LITe20304_SSH_Blockade Hamper Bag_19.pdf'}]"
488,MDPNON024048,"{'productId': 'Z05-PF136809', 'details': {'longDescription': '<ul><li> Used in\xa0healthcare facilities to safely collect and dispose of hazardous medical waste such as linen, blood products, and materials contaminated with bodily fluids</li><li> Encourage proper handling and disposal, helping to protect workers from unnecessary exposure and ensure disposal procedures are followed</li><li> Color-coding biohazard symbols and bilingual markings help keep materials separated</li></ul>', 'displayName': 'Infectious Linen Liners', 'url': '/product/Infectious-Linen-Liners/Hamper-Liners/Z05-PF136809', 'manufacturer': 'MEDLINE'}}",NON024048,"{'isLatexFree': True, 'mfrProdNum': 'NON024048', 'salesUOM': 'CS', 'displayName': 'Infectious Linen Liner, Yellow, 31"" x 43"", 1.5 Mil, Flat', 'description': 'LINER, YELLOW, 31&quot;X41&quot;, 33 GALLON, 1.5 MIL, FLAT PACK, 250 EA/CS. &quot;INFECTIOUS LINEN&quot; PRINT IN BOTH ENGLISH AND SPANISH AND BIOHAZARD SYMBOL.', 'packagingStringLong': '250 Each / Case', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPNON024048', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'MEDLINE', 'packagingStringShort': '250/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/NON/NON024048_PRI03.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/NON/NON024048_HRE05.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/NON/NON024048_HRE06.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/NON/NON024048_HRE07.JPG'}]","[{'name': 'Closure Type', 'value': ['Manual Tie']}, {'name': 'Color', 'value': ['Yellow']}, {'name': 'Density', 'value': ['Low']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Length Inches', 'value': ['31 ""']}, {'name': 'Liner Type', 'value': ['Infectious Linen Liners']}, {'name': 'Material', 'value': ['Polyethylene']}, {'name': 'Package Type', 'value': ['Flat']}, {'name': 'Printed', 'value': ['Yes']}, {'name': 'Product Type', 'value': ['Infectious Linen Liners']}, {'name': 'Size_Gallon', 'value': ['35 Gallon']}, {'name': 'Thickness Mil', 'value': ['1.5 mil']}, {'name': 'UNSPSC', 'value': ['47121702']}, {'name': 'Weight Capacity Pounds', 'value': ['90 lb']}, {'name': 'Width Inches', 'value': ['41 ""']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0, 'casePack': '250 Each / Case', 'volume': 5.39, 'grossWeight': 0.011, 'netWeight': 0.001, 'uom': 'EA', 'salesUom': False, 'width': 0, 'gtinAndUpc': '20193489135272', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 24, 'casePack': '', 'volume': 1.118, 'grossWeight': 28, 'netWeight': 0.25, 'uom': 'CS', 'salesUom': True, 'width': 14, 'gtinAndUpc': '10193489135275', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 250, 'height': 5.75}]","[{'name': 'MSD_SDSE0110.pdf', 'type': 'materialSafetyData', 'url': 'https://www.medline.com/media/catalog/Docs/MSDS/MSD_SDSE0110.pdf'}, {'name': 'LIT740R_CAT_EVS Cleaning Products_19.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LIT740R_CAT_EVS Cleaning Products_19.pdf'}]"
489,MDPAUPJF264R,"{'productId': 'Z05-PF70023', 'details': {'longDescription': '<ul><li> Reliable...for patients and hospital staff. Aesculap SterilContainer products ensure proper storage, transportation and sterilization of surgical instruments.</li><li> Cost-effective reusable container system... low operating expense and typical 10+ year service life.</li><li> Easy to handle...simple, fast and efficient - lightweight aluminum and ergonomic handles.</li><li> Clear identification...using colored lids, indicator labels, identification labels and barcoding... clearly identifiable and standardized, easy to track and document.</li></ul>', 'displayName': 'AESCULAP SterilContainer System', 'url': '/product/AESCULAP-SterilContainer-System/Sterilization-Containers/Z05-PF70023', 'manufacturer': 'AESCULAP INC'}}",AUPJF264R,"{'isLatexFree': True, 'mfrProdNum': 'JF264R', 'salesUOM': 'EA', 'displayName': 'BASKET,PERFORATED,QUARTERSIZE,LID', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPAUPJF264R', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'AESCULAP INC', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/AUPJF264R.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 16.14, 'casePack': '1 Each / Each', 'volume': 0.34400000000000003, 'grossWeight': 2.5, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 9.84, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 3.74}]",
